dataset,model,seed,accuracy,precision_macro,precision_micro,precision_weighted,recall_macro,recall_micro,recall_weighted,f1_macro,f1_micro,f1_weighted,rand_score,time_s
cora,MLP,220,0.7031445689448347,0.7016962639748452,0.7031445689448347,0.7047954544285397,0.6542744059496375,0.7031445689448347,0.7031445689448347,0.6689758839016566,0.7031445689448347,0.697640559075145,0.7984225753135232,49.14780378341675
cora,GCN+Smooth,220,0.6878615745174872,0.7204542165694814,0.6878615745174872,0.7051960606269011,0.6097539210209487,0.6878615745174872,0.6878615745174872,0.6292869414922809,0.6878615745174872,0.6725814053926971,0.7871581910021559,52.341947078704834
cora,MLP,221,0.7170062543396448,0.7170065082678465,0.7170062543396448,0.7201383061738709,0.6704000452652314,0.7170062543396448,0.7170062543396448,0.6847535650390519,0.7170062543396448,0.7123895493987951,0.7976363320872251,44.74916934967041
cora,GCN+Smooth,221,0.6996246422628686,0.7386747440063678,0.6996246422628686,0.7190703457214385,0.6310401121198317,0.6996246422628686,0.6996246422628686,0.6554558208402496,0.6996246422628686,0.6884691254969572,0.7875075233038258,48.22361993789673
cora,MLP,222,0.7104978513516609,0.7086114398941151,0.7104978513516609,0.7130039273931721,0.6644821584230882,0.7104978513516609,0.7104978513516609,0.6788561480449897,0.7104978513516609,0.7059784363884252,0.7966334067975198,53.89825224876404
cora,GCN+Smooth,222,0.687558779586649,0.7274027908768282,0.687558779586649,0.7074528445557662,0.6131218830012463,0.687558779586649,0.687558779586649,0.6366049494395996,0.687558779586649,0.6739490263050718,0.773841274795527,51.394444942474365
cora,MLP,223,0.6998630032822919,0.6986126077916607,0.6998630032822919,0.702278411392171,0.6553333699436719,0.6998630032822919,0.6998630032822919,0.6693793297461718,0.6998630032822919,0.6955468479599413,0.7965273029767456,29.666424989700317
cora,GCN+Smooth,223,0.6859504622406573,0.7266711745276466,0.6859504622406573,0.7074574869300834,0.6071208661945625,0.6859504622406573,0.6859504622406573,0.6270578912394907,0.6859504622406573,0.6701257048063174,0.7860269534807456,27.879178524017334
cora,MLP,224,0.7132843266706081,0.7184235369070089,0.7132843266706081,0.716445953324264,0.6724366817320925,0.7132843266706081,0.7132843266706081,0.6873441699968176,0.7132843266706081,0.7091185692780604,0.7869647541059641,28.355458736419678
cora,GCN+Smooth,224,0.6832698557929714,0.7357838576003055,0.6832698557929714,0.7090134266766538,0.6086055536390043,0.6832698557929714,0.6832698557929714,0.6325095145854481,0.6832698557929714,0.6687606536747346,0.7796711736463101,27.792864084243774
cora,MLP,225,0.715212502121838,0.714582229261867,0.715212502121838,0.7182411645296992,0.6731468378157186,0.715212502121838,0.715212502121838,0.6868744318260767,0.715212502121838,0.7116901489171091,0.7966632271822218,49.370185136795044
cora,GCN+Smooth,225,0.6825454266921509,0.7228954113189752,0.6825454266921509,0.7043224944847548,0.6021788403180871,0.6825454266921509,0.6825454266921509,0.6201971210255697,0.6825454266921509,0.6656091858843571,0.780030082302079,43.44035768508911
cora,MLP,226,0.7059553423535558,0.7003698926140369,0.7059553423535558,0.706838026795588,0.663409369016,0.7059553423535558,0.7059553423535558,0.6753214057860368,0.7059553423535558,0.7014745121169023,0.7888838718372795,28.552987813949585
cora,GCN+Smooth,226,0.6901821137829426,0.7340769050085866,0.6901821137829426,0.7124389510496715,0.6227115707425476,0.6901821137829426,0.6901821137829426,0.6482624925474968,0.6901821137829426,0.6784451880630323,0.7749850079584686,27.624430656433105
cora,MLP,227,0.7044927280505102,0.7043320255951088,0.7044927280505102,0.7065962357314207,0.6582164338363234,0.7044927280505102,0.7044927280505102,0.6731873344164843,0.7044927280505102,0.6997365405686394,0.7959363518947267,28.543747663497925
cora,GCN+Smooth,227,0.69749740097482,0.7404180896600393,0.69749740097482,0.7208790640811786,0.6260487696417112,0.69749740097482,0.69749740097482,0.6494474894623817,0.69749740097482,0.6846760952322718,0.7898038566242452,27.273375988006592
cora,MLP,228,0.71376872516807,0.7119292495014449,0.71376872516807,0.7157187547397308,0.6689763280959602,0.71376872516807,0.71376872516807,0.6826711471641533,0.71376872516807,0.7092754167846965,0.7908582104822608,27.932626008987427
cora,GCN+Smooth,228,0.6990896030337628,0.735351299942094,0.6990896030337628,0.7174932679998737,0.6307707263304727,0.6990896030337628,0.6990896030337628,0.6547046653745298,0.6990896030337628,0.6872543909479414,0.78784815230932,27.0814790725708
cora,MLP,229,0.7091158056219538,0.7048417046603912,0.7091158056219538,0.7107716088089363,0.665801895001022,0.7091158056219538,0.7091158056219538,0.6789097384303506,0.7091158056219538,0.705066147645339,0.795435844156978,28.30562686920166
cora,GCN+Smooth,229,0.6835022253693167,0.7307785858761983,0.6835022253693167,0.7077999528513912,0.6080201705411689,0.6835022253693167,0.6835022253693167,0.6329947642416918,0.6835022253693167,0.6700073354069602,0.7643801097761207,26.85184955596924
